,neg,neu,pos,compound
3080 launch day great ill just get a 3080 3090 launch day well i guess ill shell out for a 3090 instead 3070 launch day i mean any card is better than none right big navi launch day fuck you nvidia,0.185,0.63,0.185,0.0
500 what happened with 400 70 series cards,0.0,1.0,0.0,0.0
lovin my 3060ti and ryzen 5 5600x,0.0,1.0,0.0,0.0
the only thing im gonna be upgrading is my monitor from a 24 inch 1080p 144hz to a 32 inch qhd 144hz,0.0,1.0,0.0,0.0
3070 has 14gbps memory not 16,0.0,1.0,0.0,0.0
what is the cpu floor for this card i would game at 1440p and currently have a 970 and i54670k,0.0,1.0,0.0,0.0
can it run on 600 watts,0.0,1.0,0.0,0.0
can you really tell a difference between a 1080p and 1440p monitornever seen one in person,0.0,1.0,0.0,0.0
455 bruh mans telling me we dont need over a 100fps,0.0,1.0,0.0,0.0
can you test this in the h1,0.0,1.0,0.0,0.0
do the h1 build with the 3070,0.0,1.0,0.0,0.0
how long did this take to edit,0.0,1.0,0.0,0.0
that is not your monitor in the description isn t it the 27gn950,0.0,1.0,0.0,0.0
still gonna wait for that 3060,0.0,1.0,0.0,0.0
should we buy it or not,0.0,1.0,0.0,0.0
who else is waiting for the 3060,0.0,1.0,0.0,0.0
man im thinking of getting a pc instead of ps5,0.0,1.0,0.0,0.0
am i the only one buying 3080 for 1080p 240hz,0.0,1.0,0.0,0.0
it wont be overkill once next gen games come out,0.0,1.0,0.0,0.0
what was the watts of your psu,0.0,1.0,0.0,0.0
me watching a review on a card i already have,0.0,1.0,0.0,0.0
so many options none of them actually available for purchase right now,0.0,1.0,0.0,0.0
i noticed that you are using an lg monitor what model is your lg monitor,0.0,1.0,0.0,0.0
how much was this pc,0.0,1.0,0.0,0.0
waiting for amd,0.0,1.0,0.0,0.0
can anyone tell me what time in english time the 3070 is coming out,0.0,1.0,0.0,0.0
rtx 3000 series or covid vaccine which will be available first,0.0,1.0,0.0,0.0
you either dont have it set up right or your running higher than 1080p cuz i get more frames,0.0,1.0,0.0,0.0
452 can you let me know where i can pick one up for £469,0.0,1.0,0.0,0.0
is it just the fe,0.0,1.0,0.0,0.0
can i use this card for video editing bc i was thinking abt getting it,0.0,1.0,0.0,0.0
its near impossible to buy these cards anyway,0.0,1.0,0.0,0.0
how much money will all of these parts be together,0.0,1.0,0.0,0.0
harry potter reviews computer components sign me up subscribed,0.0,1.0,0.0,0.0
just get the new amd rx 6700xt blows the 3070,0.0,1.0,0.0,0.0
nobody heard of future proofing i guess,0.0,1.0,0.0,0.0
059 whats that mouse anybody know,0.0,1.0,0.0,0.0
i thought the rtx logo would light up,0.0,1.0,0.0,0.0
now the 3070h1 build,0.0,1.0,0.0,0.0
cant believe i actually got one,0.0,1.0,0.0,0.0
how can i get the rtx 3070,0.0,1.0,0.0,0.0
rtx 3070 is legendary,0.0,1.0,0.0,0.0
3070 tisuper will be dropping soon to compete with amd 6000 series wait for that,0.0,1.0,0.0,0.0
dont waste money yes on an founders edition i have the zotac amp holo it leaves my 2080super arous standing 1440p and also much lower temps actually im amazed at its performance got mine off gumtree as ebay is scum £600 with paperwork had no choice as there is 0 rtx for sale in uk,0.111,0.797,0.092,-0.0325
damn its crazy how 5700xt matches and beats 2070 super now,0.3,0.471,0.229,-0.0516
second or first idk but epic vid almost bought it,0.118,0.882,0.0,-0.0516
centric i m really looking to build my own pc i had watched your previous videos and i m wondering if this pc build is better or if i should go with the the one you made all about the be quiet brand i don t want to build something that will fail me or have to replace in a few years,0.061,0.867,0.073,-0.0772
what would be a good upgrade for 1080p then i am currently using a 1060 3gb with a 144hz monitor and its crashing due to low vram on titles such as warzone with low settings,0.12,0.798,0.083,-0.0772
you can still 4k 60fps if u play around with settings for 500 thats insane if you ask me,0.128,0.758,0.114,-0.0772
2070 u mean 3070 one day when i build a pc ill pick something up like this or navi,0.145,0.725,0.13,-0.0772
waiting on my 3070 right now had to get a prebuilt to get my hands on it luckily i needed the pc anyways for streaming so ill just be doing some part swapping all said n done gaming pc will be i910900k rtx 3070,0.079,0.849,0.072,-0.0814
its been a very hard 8 years of waiting but i can finaly update my gpu ahahahah this is not a meme im still using i53570kgtx660ti,0.06,0.94,0.0,-0.0891
just ordered mine for €629 i just struggle sometimes with my 5600xt and ill be happy to be back on team green for once again i know this puppy will keep my frames in check for the next 3 years,0.119,0.794,0.086,-0.1027
i dont think 2080 ti users have anything to worry about here their cards are very overclockable compared to the 3070 with an overclock the 2080 ti pulls well ahead of the 3070 2080 ti owners overpaid for the card but i think they all knew that back when they bought it,0.038,0.932,0.03,-0.1027
the only thing i want from most aib cards these days is 0 fan idle or at least low speed fan idle the 41 that the 20series fe cards are stuck at for idle when i can get a similar priced base aib card that can do 0 or alot lower then 1500 rpm is my goal,0.108,0.79,0.101,-0.1027
the gtx 680 had a 195w tdp now the 3060 ti has a higher tdp of 200w it seems like nvidia is just faking how good their high end is by increasing power usage infinitely i mean 350w on the 3090 and spikes up to 400w on the 3080 is ridiculous my entire current rig with a gtx 1070 uses less than that in total by a large margin,0.096,0.829,0.076,-0.1027
this blows my mind ill be able to play rdr2 in 4k60fps on a midrange card and with amd coming out with rdna2 it might be even cheaper,0.093,0.828,0.079,-0.1027
after 3070ti launch 3070 buyers would regret for sure,0.231,0.579,0.19,-0.128
i get 60fps for metro exodus 1080p with my gtx1060 6g versus 87fps here for the 3070 albeit ive obviously got ray tracing off nevertheless im surprised metro is so demanding,0.077,0.864,0.059,-0.1509
that piece of lint falling down the center of the frame was so majestic 252,0.103,0.897,0.0,-0.1531
250 dust particle falling from right eye to black shirt and finally on table its magical,0.096,0.904,0.0,-0.1531
that piece of dust that started falling at 249 made me try and ipe my monitor twice,0.091,0.909,0.0,-0.1531
the speck of dust floating down through the frame had my attention for a solid 10 seconds no idea what steve said during that time,0.085,0.853,0.062,-0.1531
the only thing that is certain is all retailers sites will crash when these release,0.152,0.73,0.118,-0.1531
anyone else see the piece lint falling from the ceiling at 250,0.127,0.873,0.0,-0.1531
254 i couldnt help but watch that one piece of dust,0.153,0.847,0.0,-0.1603
finally after a year and a half the cards are at msrp and easier to find i feel bad for anyone who spent 1k plus on one,0.124,0.777,0.099,-0.1779
this generation will be know as that weird time the bus width and power usage matched up,0.096,0.904,0.0,-0.1779
your 1440p horizon zero dawn benchmarks are wrong even the rx 5700xt will get 60 fps in hzd and the 3080 certainly gets more than 70 fps,0.102,0.82,0.079,-0.1779
literally the only review worth a damn,0.314,0.465,0.221,-0.2023
why is your cpu fan facing the wrong way,0.25,0.565,0.185,-0.2023
i promised myself an upgrade on my gtx1070 when i could get more than double the performance for the £360 i paid for itso no im not ready to upgrade yetlets see what amd has to offer tomorrow,0.111,0.825,0.064,-0.2047
i got zotac one been using it for a little while and its damn fine,0.174,0.71,0.116,-0.2263
in my country the rtx 2080 ti still cost 1000 dollar like wth the rtx 3070 only cost 500 dollar,0.142,0.753,0.105,-0.2263
this now sets the stage to see where amd competes against nvidia once rdna2 launches the sparks should fly heres to hoping for a gpu price war,0.127,0.782,0.091,-0.2732
id love to waste my money but theres no inventory anywhere,0.307,0.523,0.17,-0.2732
linus review go buy this now its not great but its ok gn review dont buy this unless you need it and dont add to the already stupid scalping and overconsumerism marketing bs,0.163,0.701,0.135,-0.284
for this price and performance it would be a great replacement for my nvidia gtx 760 my build just needs a new gpu that could handle 1440 ultra but ill wait for amd to see what they have to offer since ive made it this far,0.077,0.87,0.053,-0.2846
its nice to see a review that takes the 3070s value into context even hardwareunboxed is comparing this card to the 1200 2080 ti which is a bad comparison as that card was terrible value and in no way represents what a card is supposed to cost,0.162,0.699,0.14,-0.296
nvidia does the same like intel did the last ten years nvidia 8 gb vram is enough like the almighty 1080 intel 4 cores are enough for gamers but now amd is here and crushed both,0.097,0.812,0.092,-0.296
and nvidia thought this was going to stop amd,0.216,0.784,0.0,-0.296
dude your room is full of spiderwebs way to go all out for halloween no just still waiting for my nvidia 3000 card,0.091,0.909,0.0,-0.296
250 missed everything you said for about 10 seconds while watching the dust settle,0.145,0.855,0.0,-0.296
wait what no i was gonna buy this for a new gaming pc in 2021,0.155,0.845,0.0,-0.296
paper launch official retailer of fe only had a few partner models with no fe stock available at launch as of 612am all stock depleted everywhere,0.084,0.916,0.0,-0.296
title  don t waste your money  video  yeah there s pretty much nothing this card can t do  clickbait bullshit,0.264,0.52,0.216,-0.296
dunno control is still at 45 fps at 1440p so not sure thats enough,0.147,0.853,0.0,-0.305
australian prices rtx3080 1500 rtx3070 1000 whoever is responsible for the aussie prices failed math that said doesnt matter there is no chance of getting my hands on either this year,0.178,0.705,0.117,-0.3125
doesnt look like a worthwhile upgrade from my rtx 2070 super but it does offer more performance for the same power consumption still waiting on rdna2 before making a decision but it looks like im probably waiting another generation,0.139,0.801,0.059,-0.3156
do the 3070 aib cards release on the same day as the fe 3070 or is the embargo gonna delay those cards,0.099,0.901,0.0,-0.3182
what psu did you use i m hearing people talking about how you need a different adapter to connect to the gpu and i m just confused where do you get this adapter from,0.076,0.924,0.0,-0.3182
didnt age well great time to be a gamer lol,0.367,0.431,0.201,-0.32
after close analysis of power consumption and pcb size i have come to the conclusion that nvidia may have accidentally used the 8nm to shrink the pcbs instead of dies d,0.079,0.921,0.0,-0.34
spotted a lil mistake in the graphs the comparison benchmarks should read 4k uhd not 1440p apologies,0.138,0.862,0.0,-0.34
was anyone else distracted by the somewhat large dust particle zooming around during 230,0.156,0.844,0.0,-0.34
the 2080 is now more expensive than the 3070 crazy how it happened,0.167,0.833,0.0,-0.34
if you play 1440p and above you would be fine hell you could even get a 3080 with 1440p and above and have little bottleneck it all depends on the resolution of your monitor,0.119,0.773,0.108,-0.34
meanwhile in indonesia the price of rtx 2080 ti still at 1800 rtx 3080 at 1300 never have a hope it will come down,0.099,0.901,0.0,-0.3412
linus paul jay heres some performance and fps benchmarks steve heres every piece of info possible as well as a shit ton of graphs,0.135,0.787,0.079,-0.3612
6000 series i really wanted a 3080 but for the first time i maybe returning to amd if they dont have the same shortage issue,0.106,0.894,0.0,-0.3612
just picked up a 3070 it was only 1k you know double msrp it s fine i just got sick of waiting and hitting f5,0.131,0.797,0.072,-0.3612
i had the 3070 in my bestbuy cart and then it kept giving me delivery errors after a couple tries spam clicking proceed to checkout it removed the 3070 from my cart c i even have a photo of it in my cart,0.116,0.827,0.057,-0.3612
is big navi really going to beat what nvidia offers doubt,0.2,0.8,0.0,-0.3612
that really bothered me when he tossed up that 3070 244,0.206,0.794,0.0,-0.3804
2080ti and supers are 1400 at the lowest on neweggcacanada the out of stock 3080 is 10001300 minimum,0.133,0.867,0.0,-0.3818
first time i ve really seen a 1070 compared to the cards and damn also considering i have a 6600k i know i would be at half those frames,0.109,0.891,0.0,-0.4019
im confused this video went up the 27th along with many others amds announcement is today the 28th and the stated launch date of the 3070 was the 29th everything i can find online agrees with this did this secretly change for the record i wasnt planning to buy one so im not going to be bummed out if i missed it somehow,0.071,0.9,0.028,-0.4019
upgrading from an rx 570 damn cant wait to get this card,0.197,0.803,0.0,-0.4019
if you having problems getting them sign up for the evga notifications they send you a link when you come up in line,0.114,0.886,0.0,-0.4019
yeah same im using a 650watt for a evga rtx 3070 xc3 ultra 8 gigs and no problem at al,0.232,0.664,0.104,-0.4019
damn the way hes throwing those cards around,0.278,0.722,0.0,-0.4019
2x 1070 sounds good but ill wait until i can get that performance for 399 i overpaid for mine not again,0.163,0.751,0.086,-0.4118
pc centrics  don t waste your money  also pc centrics  so i got a 3090,0.203,0.797,0.0,-0.4215
gonna stick with my gtx 1080 and ill upgrade when rtx 4000 series will be out and also ddr5 ram,0.128,0.872,0.0,-0.4215
waste my money now why would i do that i couldnt even buy any of those cards,0.167,0.833,0.0,-0.4215
i think ill keep my 1070 for one more round,0.259,0.741,0.0,-0.4215
saying you dont need a strong card to run 1080p titles is not correct once developers take advantage of the 3000 series processing power new games will be more demanding 3070s will be sweating their balls off even at 1080p,0.114,0.839,0.047,-0.4395
read the vid title and thought oh damn theres something wrong with 3070 good vid,0.28,0.58,0.14,-0.4404
don t worry he says it s overkill for what it is it s just clickbait,0.195,0.805,0.0,-0.4404
kinda mad it doesnt have any rgb i mean the card is 500 the logo should atleast light up,0.146,0.854,0.0,-0.4417
steve trying not to laugh while waving around a pp shaped card complete with cable,0.184,0.816,0.0,-0.4449
i have a 2k resolution screen and 1080p i cant even get stable 100 fps at low settings in apex i have the 5600x as cpu and 32gb ram,0.148,0.852,0.0,-0.4567
this is a strange video the 3070 is practically a 2080 ti and even that card was not the be all end all for pc gaming maybe at 1440p with a select few titles and you even mentioned how wolfenstein wasnt realistic and thats mainly because it had dlss on top of ray tracing not every game that has ray tracing will have dlss and ray tracing is just as demanding as it ever was and once the consoles actually try to implement it it will be more widespread on pc as well hell even a game like control at native 1440p can drop below 60fps in some areas on a 3080 the nextgen games arent even out yet but once the console games start finally maturing pc games will become more demanding as well on the hardware side so no a 3080 isnt a waste if you can actually get one even at 1440p,0.083,0.853,0.064,-0.4591
im really struggling to decide ive ordered a build with a 3080 10700k and 32gb ram im going to be streaming1080p 60 gaming and editing at 1440p 144hz would it make more sense to change it to the 3070 im also trying to future proof as much as i possibly can as this will probably be my last pc,0.053,0.947,0.0,-0.4754
having terrible frame rates with everything turned to performance for warzone and apex any thoughts all updated msi trio 3070 i9 10900k,0.129,0.871,0.0,-0.4767
why your cpu cooler is in the wrong direction,0.279,0.721,0.0,-0.4767
i am going to get a liquid devil next year assuming they make one when i liquid cool my pc,0.203,0.691,0.106,-0.4767
seeing him juggle gpus hurts my insides,0.341,0.659,0.0,-0.4767
him throws 3070 in the air while holding rx 5700xt in the other me has heart attack,0.162,0.838,0.0,-0.4767
whats wrong with 1080p,0.508,0.492,0.0,-0.4767
this guy juggles his graphics card like they are ducking tennis balls chill bro don t drop that shit,0.246,0.647,0.108,-0.4939
do i get this or the 6800 f this decision is so difficult,0.245,0.755,0.0,-0.5009
theres nothing that this card cant do best price to performance,0.252,0.748,0.0,-0.5216
decided last generation that this grneration would be when i let go of my 980ti due to lack of gsync on freesync monitor support and other things that were cut off from the maxwell cards down the 980ti was more than capable as far as power but had hardware limitations such as display port and hdmi port revisioning which sucked,0.111,0.831,0.058,-0.5285
presumably the fans stop when set to 0 though right the software just doesnt support a slider with 0 and then an intermediate range that doesnt work ive never used a gpu with a 0rpm mode before so im just guessing,0.116,0.884,0.0,-0.5358
the lower capacity memory alongside the even lower than initially stated clock speed and bandwidth really makes me wonder just how long the 3070 will be sufficient to have the kind of 1440 and above resolution performance demonstrated on older titles benchmarked currently with the 3080 upwards from nvidia and what amd may potentially be pushing out as well developers are unlikely to lower their upper quality standards to accommodate the limitations of the 3070,0.083,0.891,0.026,-0.5423
so my 2080ti fe used purchase 400 is an absolute deal of the century i actually feel bad for the kid who sold it to me,0.127,0.873,0.0,-0.5423
its too bad none if these guys test vr because vr can utilise it,0.212,0.788,0.0,-0.5423
its kind of hard to waste your money when you cant possibly buy it anyway hopefully amd will actually have stock though ill probably be waiting for sapphire nitro variants anyway,0.197,0.73,0.073,-0.5563
hi i think ill wait till next year too many rumours of other cards on the horizon and i dont see the pandemic easing production issues anytime soon my weakness is my samsung odyssey 1440p monitor,0.145,0.803,0.052,-0.5574
hi trying to build my first pc here is a list of parts that i am planing to buy 1cpu i7 9700k 36 ghz 2hyperx ddr4 fury 2x 8 gb ram,0.121,0.879,0.0,-0.5719
its funny how nvidia made it so that no review will come out but the ones over the specific fe card which is not and will not be available anywhere else than northern america like always im quite pissed at nvidia for not letting us get information and feedback about the already vast stack of products that are really available for preorders worldwide compared to their homebrewed model that only a very few americans will get especially with this generation that pushes the intrinsic differences between fe and customs to a new level because as of now those reviews only concern a very very small portion of the target audience yet another example of nvidias despise of anyone outside of the uscan regardless of the fact that we europeans are in practice their best customers on both prices and volumes that is particularly frustrating in a context where preordering is probably the only way to get any card before next spring,0.087,0.85,0.062,-0.6562
sorry theres an error in the specs section we based it off of initial information from announcement but the final spec is actually 14gbps memory and 448gbs memory bandwidth that doesnt change any benchmark data our apologies for the error should have checked the final specs to see if they had changed teardown of rtx 3070 fe testing methodology,0.105,0.895,0.0,-0.6757
btw your performance will be lower with lower end cpus as this test is performed with 10900k many people have ryzen 5 3600 and similiar cpus so expect some bottleneck and lower fps,0.185,0.815,0.0,-0.6808
so far not impressed i will be impressed if there will be actual stock for the fe or any aib,0.249,0.751,0.0,-0.6844
i think the table is wrong for the memory on the 3070 it is 14gbps and so lower bandwidth at 448gbs not 16 and 512,0.213,0.787,0.0,-0.7155
i see what nvidia did so you were suppose to release the review a day before launch which is after amds announcement but they let you drop it a day earlier which is before the announcement so the made a amd blocking sandwich to try and draw some attention from them nvidia should focus on their supply instead,0.104,0.896,0.0,-0.7227
3070 or used 2080ti both cost the same in my area but i can get a 2080ti tomorrow if i wanted yes i know one will have warranty and the other wont i tried to get a 3080 and failed i tried to get a 6800xt and failed i dont have many options left,0.163,0.771,0.065,-0.7469
i would like a 3070 but i i run a 3440x1440 monitor and i think just 8gb vram its an limitation for me because in some games my fps might suffer and i want to keep my gpu for years to come maybe now its okish but 34 years laterseh,0.152,0.784,0.064,-0.7469
how does the 3070 fe does in the nzxt h1 i was able to get the fe but no i am a bit discouraged to slot it in after watching your 3080 fe in nzxt h1 video,0.166,0.834,0.0,-0.7469
we are gonna need benchmarks of time of launch verses median time to actually acquire one of these cards ive never seen a company mismanage hype so bad hype is a tool to make people stop thinking rationally people always want the new shiny and if you let them think about it they might realize they dont really need the new shiny and buy something else entirely basic stuff here nvidia,0.09,0.892,0.018,-0.75
honestly i was really hyped for this 3000 series especially after the initial announcement back in september as id really like to upgrade my pascal but this launch is just awful and hope amd will punish nvidia for this flop,0.231,0.623,0.146,-0.7564
i sold my rtx 3090 for the rougly the same price i bought it i was not comfortable sitting on an so so overpriced piece of hardware in my pc i bought a 3070 tuf oc for less then half the price performance dropped around 20 but guess what i dont care anymore i play on 1440p anyway,0.141,0.859,0.0,-0.7812
i ve still got a 1080ti in my build just upgraded everything but kept the gpu contemplating getting the 3070 but would rather spend 200 more bones on a 3080 if they were ever available another problem is i m fully water cooled so i would have to find a block for whatever gpu i buy and the options look scarce atm,0.125,0.875,0.0,-0.8126
considering my 1080 just died on me and that i needed a full upgrade that 3070 seems nice ill be waiting for amd now price war and all,0.293,0.627,0.08,-0.8176
lets see the partner cards will be released in 23 days but will actually be available in 23 months from now got it i really wanted to be excited for the 3000 series launches but the way nvidia has messed up the 3080 3090 launches and the costs of all of the cards released so far makes me feel completely meh about the entire launch not everyone has has 500 to spend on a new card especially with a lot of people losing their jobs or having to take pay cuts this year in order to keep their job,0.121,0.85,0.029,-0.8266
on the die isnt the ga104 a completely different die rather than a cutdown version of the 3080 and 3090s ga102,0.315,0.685,0.0,-0.8316
currently using a dual 1060 6gb from asus i need to upgrade badly but i cant afford to buy the 3070 as a place holder just to upgrade to the 3090 i actually want later 1800 bucks is a shit ton of money for me even if the damned cards were available so i cant justify spending 500 or 600 on card now that i dont really want just to have something until i can get the one i do want,0.13,0.816,0.055,-0.8402
